county,lat,lon,bubble,change,week,state,telemed
Osage,36.1576,-96.0311,16,9.125,202235,KS,0.11
Kidder,46.8336,-99.6019,16,8,202235,ND,0.11
Hardin,30.1491,-94.3733,16,7.875,202235,TX,0.11
Hughes,34.878,-96.271,16,7,202235,OK,0.11
DeSoto,27.0675,-81.9855,16,3,202235,MS,0.11
Hampshire,39.1362,-78.4845,16,3,202235,MA,0.11
Butler,31.545,-86.7356,16,27,202235,OH,0.11
Macomb,42.4658,-82.9459,16,27,202235,MI,0.11
Utah,39.953,-111.9008,16,2.75,202235,UT,0.11
Morgan,33.5368,-83.3435,16,2.685714286,202235,AL,0.11
Linn,38.0718,-94.7008,16,2,202235,OR,0.11
Calhoun,28.4101,-96.7023,16,11,202235,IA,0.11
Fayette,29.6882,-96.9106,16,1.8,202235,PA,0.11
Penobscot,44.6991,-69.1025,16,1.777777778,202235,ME,0.11
Kearny,37.9382,-101.2713,16,1.555555556,202235,KS,0.11
Sullivan,36.4195,-82.304,15.00005,1.5,202235,NY,0.11
Vernon,30.9243,-93.2749,12.5929230758765,1.205128205,202235,MO,0.11
Belmont,39.8679,-80.8168,10.9184,1,202235,OH,0.11
Cherokee,31.4885,-94.9399,10.9184,1,202235,TX,0.11
Broomfield,39.9619,-105.0148,10.6550677379855,0.967741935,202235,CO,0.11
Nassau,30.4193,-81.9724,10.3618113651206,0.931818182,202235,FL,0.11
Montgomery,30.1199,-95.4247,10.2904538455259,0.923076923,202235,IA,0.11
Benton,34.6244,-89.1862,10.1762818174397,0.909090909,202235,WA,0.11
DeKalb,33.6823,-84.161,9.8979875,0.875,202235,GA,0.11
Dixon,42.2733,-96.8776,9.8979875,0.875,202235,NE,0.11
Lyon,37.0619,-88.1498,9.7417081092848,-0.855855856,202235,NV,0.11
Hall,34.1819,-83.9024,9.5578499972789,0.833333333,202235,GA,0.11
Washington,30.1669,-96.3977,9.4898225,-0.825,202235,MD,0.11
Washington,30.1669,-96.3977,9.1691214309038,0.785714286,202235,KS,0.11
Hardin,30.1491,-94.3733,8.9420221065521,0.757894737,202235,KY,0.11
Henry,31.3534,-85.3323,8.877575,0.75,202235,OH,0.11
Wicomico,38.2672,-75.9021,8.6882201054492,0.726804124,202235,MD,0.11
Gallatin,37.6952,-88.2491,8.6734925,-0.725,202235,MT,0.11
Midland,31.8693,-102.0317,8.46941,-0.7,202235,TX,0.11
Oakland,42.4567,-83.659,8.46941,0.7,202235,MI,0.11
Lyon,37.0619,-88.1498,8.3281221178964,-0.682692308,202235,KS,0.11
Pike,31.0217,-90.479,8.2442155163969,-0.672413793,202235,OH,0.11
Knox,33.4183,-99.8137,8.1973000027211,-0.666666667,202235,ME,0.11
Oscoda,44.6001,-84.2931,8.1973000027211,0.666666667,202235,MI,0.11
Delaware,36.1662,-94.8547,7.877170585034,-0.62745098,202235,PA,0.11
Valdez-Cordova,60.5362,-145.7534,7.8571625,-0.625,202235,AK,0.11
Onondaga,42.807,-76.1394,7.7437833324263,0.611111111,202235,NY,0.11
Bonner,48.0223,-116.9909,7.65308,-0.6,202235,ID,0.11
Manitowoc,43.9217,-87.7673,7.65308,-0.6,202235,WI,0.11
Richmond,33.2941,-82.203,7.5503251714571,0.587412587,202235,NY,0.11
Pike,31.0217,-90.479,7.5046563651206,-0.581818182,202235,MS,0.11
Adams,31.4706,-91.4044,7.4446553182805,0.574468085,202235,IN,0.11
Jackson,28.7671,-96.6492,7.4198428536443,0.571428571,202235,GA,0.11
Lake,28.5494,-81.7729,7.4198428536443,0.571428571,202235,OH,0.11
McCracken,37.0368,-88.5934,7.3600384607012,0.564102564,202235,KY,0.11
Sharp,35.9517,-91.5444,7.2902666702948,-0.555555556,202235,AR,0.11
Etowah,33.8979,-86.0245,7.1561834800355,0.539130435,202235,AL,0.11
Angelina,31.1569,-94.3871,7.0515736803437,0.526315789,202235,TX,0.11
Harrison,30.3598,-89.1646,7.0222795476809,0.522727273,202235,MO,0.11
St. Lucie,27.2606,-80.4771,7.0111794841793,0.521367521,202235,FL,0.11
Erie,41.3111,-82.6126,6.9808082367347,0.517647059,202235,NY,0.11
Monroe,24.5552,-81.7816,6.9684161269256,-0.516129032,202235,IA,0.11
Richmond,33.2941,-82.203,6.9470648688362,-0.513513514,202235,NC,0.11
Santa Rosa,30.3571,-87.1639,6.9414076937729,-0.512820513,202235,FL,0.11
Gwinnett,33.8178,-84.0229,6.908357896169,0.50877193,202235,GA,0.11
Worcester,38.0452,-75.4108,6.8821016702948,-0.505555556,202235,MD,0.11
Elmore,32.4995,-86.3641,6.83675,-0.5,202235,ID,0.11
Essex,37.7681,-76.7117,6.83675,-0.5,202235,MO,0.11
Fairfield,34.2717,-81.2712,6.83675,-0.5,202235,CT,0.11
Oxford,43.8262,-70.9243,6.83675,-0.5,202235,ME,0.11
Fulton,33.5242,-84.679,6.83675,0.5,202235,GA,0.11
Granville,35.6555,-78.4611,6.83675,0.5,202235,NC,0.11
Jefferson,28.883,-81.3087,6.83675,0.5,202235,PA,0.11
Pembina,48.5924,-97.6738,6.83675,0.5,202235,ND,0.11
Tom Green,31.2346,-100.5203,6.8088571794152,0.496583144,202235,TX,0.11
Pottawatomie,34.9849,-96.8763,6.7758298472129,-0.492537313,202235,KS,0.11
Montgomery,30.1199,-95.4247,6.7499063819366,0.489361702,202235,IL,0.11
Steuben,41.5328,-85.0811,6.7320923062271,0.487179487,202235,NY,0.11
Butler,31.545,-86.7356,6.7130636376005,-0.484848485,202235,IA,0.11
Skagit,48.34,-122.3456,6.7050838730744,-0.483870968,202235,WA,0.11
Lincoln,31.3795,-90.2867,6.6827254678475,-0.481132075,202235,MS,0.11
Kearney,40.3735,-99.1539,6.659286960071,0.47826087,202235,NE,0.11
Hughes,34.878,-96.271,6.6423857127308,0.476190476,202235,SD,0.11
Charles Mix,42.9925,-98.4251,6.6099916648526,0.472222222,202235,SD,0.11
Boulder,39.9205,-105.0867,6.581646875,0.46875,202235,CO,0.11
White Pine,38.8641,-115.0069,6.5646400027211,0.466666667,202235,NV,0.11
Cass,32.8485,-94.5795,6.5300364189218,-0.462427746,202235,ND,0.11
Murray,34.402,-97.051,6.512809521218,-0.46031746,202235,GA,0.11
Nottoway,37.0916,-77.9851,6.4908474605327,-0.457627119,202235,VA,0.11
Vermilion,29.9466,-92.2416,6.4656909128015,-0.454545455,202235,LA,0.11
Kent,33.2518,-100.5825,6.4516886818637,0.452830189,202235,MI,0.11
Teton,43.4528,-110.7393,6.346952,0.44,202235,ID,0.11
Grundy,35.2402,-85.8228,6.2320611117158,0.425925926,202235,MO,0.11
Washington,30.1669,-96.3977,6.2245025,-0.425,202235,IA,0.11
Burlington,39.5923,-74.451,6.1748608114727,-0.418918919,202235,NJ,0.11
Hamilton,30.3387,-82.7765,6.1398829240418,0.414634146,202235,TN,0.11
Pinal,32.4305,-111.1459,6.0946318174397,0.409090909,202235,AZ,0.11
Medina,29.1404,-99.1428,6.0332755893299,-0.401574803,202235,OH,0.11
Burt,41.7715,-96.3924,6.02042,-0.4,202235,NE,0.11
Humboldt,40.0231,-124.0139,6.02042,-0.4,202235,NV,0.11
Cherry,42.2403,-100.2595,6.02042,0.4,202235,NE,0.11
Mills,31.4458,-98.5744,6.02042,0.4,202235,TX,0.11
Okmulgee,35.4551,-95.9498,6.02042,0.4,202235,OK,0.11
Waller,29.8072,-95.9755,6.02042,0.4,202235,TX,0.11
Cottonwood,43.8831,-95.1373,5.9980547947442,-0.397260274,202235,MN,0.11
Prince George's,38.5825,-76.7149,5.9851827318749,-0.395683453,202235,MD,0.11
Worth,31.513,-83.7385,5.9774552622986,0.394736842,202235,IA,0.11
Henry,31.3534,-85.3323,5.9621107154519,-0.392857143,202235,MO,0.11
Collin,33.0139,-96.4377,5.9442991948553,0.390675241,202235,TX,0.11
Grand Isle,44.6031,-72.9527,5.9374033859564,-0.389830508,202235,VT,0.11
Madison,30.3979,-83.2844,5.8948307723705,0.384615385,202235,IL,0.11
Columbiana,40.6171,-80.6621,5.8342394699606,-0.377192982,202235,OH,0.11
Duval,27.3849,-98.309,5.8283423510204,0.376470588,202235,FL,0.11
Putnam,25.7964,-80.3849,5.8163375,0.375,202235,FL,0.11
Jackson,28.7671,-96.6492,5.8011074597624,-0.373134328,202235,IA,0.11
Rapides,31.0066,-92.5526,5.796329414966,-0.37254902,202235,LA,0.11
Otter Tail,46.153,-95.3289,5.7926069746559,0.372093023,202235,MN,0.11
Custer,35.5115,-98.9795,5.7871828536443,-0.371428571,202235,NE,0.11
Curry,34.3841,-103.3154,5.7626315819549,0.368421053,202235,OR,0.11
Roberts,35.7193,-100.7027,5.7538632671387,0.367346939,202235,SD,0.11
Schuylkill,40.5545,-76.2038,5.7235727302412,-0.363636364,202235,PA,0.11
Harrison,30.3598,-89.1646,5.7154175853779,-0.362637363,202235,IA,0.11
Marshall,33.9517,-96.712,5.6855153848247,-0.358974359,202235,KS,0.11
Martin,27.0595,-80.1364,5.6855153848247,0.358974359,202235,FL,0.11
Tolland,41.629,-72.3646,5.6705642845481,-0.357142857,202235,CT,0.11
Osceola,27.8767,-81.05,5.6606813527499,-0.355932203,202235,IA,0.11
Mille Lacs,45.5851,-93.5961,5.6362647020408,0.352941176,202235,MN,0.11
Phillips,34.1335,-90.9751,5.6295014079908,0.352112676,202235,AR,0.11
Walworth,42.5136,-88.4843,5.6273722234316,0.351851852,202235,WI,0.11
Lucas,40.9355,-93.4796,5.5945086960071,-0.347826087,202235,IA,0.11
Livingston,30.2716,-90.7043,5.5654163927735,0.344262295,202235,NY,0.11
Noble,36.2753,-97.4526,5.5275415134386,-0.339622642,202235,IN,0.11
McLennan,31.2533,-97.41,5.51021375,0.3375,202235,TX,0.11
Eau Claire,44.5963,-90.9906,5.4904465966022,-0.335078534,202235,WI,0.11
Fredericksburg,38.2995,-77.4772,5.4761999972789,-0.333333333,202235,VA,0.11
Jefferson,28.883,-81.3087,5.4761999972789,-0.333333333,202235,OK,0.11
McIntosh,31.3826,-81.4312,5.4761999972789,-0.333333333,202235,OK,0.11
Brown,31.5176,-99.1277,5.4761999972789,0.333333333,202235,WI,0.11
Union,29.9315,-82.4255,5.4761999972789,0.333333333,202235,MS,0.11
Washington,30.1669,-96.3977,5.4761999972789,0.333333333,202235,OR,0.11
Montgomery,30.1199,-95.4247,5.4389246551859,0.328767123,202235,KS,0.11
Simpson,31.8277,-90.0088,5.4238711544741,-0.326923077,202235,KY,0.11
Adams,31.4706,-91.4044,5.4170456560781,-0.326086957,202235,CO,0.11
Benton,34.6244,-89.1862,5.4081725,-0.325,202235,AR,0.11
Warren,32.3258,-90.8507,5.3763431157461,0.321100917,202235,IA,0.11
Gibson,35.8081,-88.7627,5.3525136348794,0.318181818,202235,TN,0.11
Chautauqua,37.0262,-96.1783,5.3329842131042,-0.315789474,202235,KS,0.11
San Mateo,37.2065,-122.3649,5.3329842131042,0.315789474,202235,CA,0.11
Bell,30.7991,-97.4263,5.3296792276295,-0.315384615,202235,KY,0.11
Pittsburg,34.6695,-96.0258,5.3225895158657,-0.314516129,202235,OK,0.11
Major,36.2341,-98.3374,5.3137462701188,-0.313432836,202235,OK,0.11
Wood,32.6439,-95.222,5.30613125,-0.3125,202235,OH,0.11
Tuolumne,37.8108,-120.2988,5.2973848536443,0.311428571,202235,CA,0.11
Franklin,29.7255,-85.0063,5.2885379344124,-0.310344828,202235,MO,0.11
Steele,43.8826,-93.3195,5.2593792798764,-0.306772908,202235,MN,0.11
Garfield,36.1962,-97.8805,5.2329731839775,0.303538175,202235,OK,0.11
Orangeburg,33.2628,-80.8059,5.2288272724799,0.303030303,202235,SC,0.11
Anderson,31.648,-95.5551,5.2270852079333,0.302816901,202235,TX,0.11
Webster,31.8939,-84.5112,5.2170476224166,-0.301587302,202235,IA,0.11
Knox,33.4183,-99.8137,5.2128677434277,-0.301075269,202235,IN,0.11
Stanly,35.2106,-80.4407,5.20409,0.3,202235,NC,0.11
Marion,28.9782,-81.8932,5.1927520824263,-0.298611111,202235,MD,0.11
Jackson,28.7671,-96.6492,5.1820270246001,-0.297297297,202235,FL,0.11
Kit Carson,39.3087,-102.5979,5.1669840871985,-0.295454545,202235,CO,0.11
Union,29.9315,-82.4255,5.1560705877551,-0.294117647,202235,NJ,0.11
Ohio,37.3418,-86.77,5.1560705877551,0.294117647,202235,KY,0.11
Saline,34.4508,-92.6547,5.1508510880213,-0.293478261,202235,MO,0.11
Decatur,30.7493,-84.4846,5.1412953821036,0.292307692,202235,IA,0.11
Saratoga,42.81,-73.6995,5.1333842546039,0.291338583,202235,NY,0.11
Nemaha,39.6428,-95.8231,5.0940230342582,-0.286516854,202235,NE,0.11
Cecil,39.3662,-75.8845,5.0874714309038,-0.285714286,202235,MD,0.11
La Salle,28.0405,-99.3563,5.0874714309038,-0.285714286,202235,LA,0.11
Hubbard,46.9319,-94.846,5.0874714309038,0.285714286,202235,MN,0.11
Champaign,39.9012,-88.0753,5.0820219628457,0.285046729,202235,IL,0.11
Will,41.2657,-88.2231,5.0747262257165,0.284153005,202235,IL,0.11
Harlan,36.7521,-83.4629,5.0654679251444,0.283018868,202235,NE,0.11
Harford,39.3982,-76.2743,5.0621195680568,-0.282608696,202235,MD,0.11
Madison,30.3979,-83.2844,5.0600317632653,-0.282352941,202235,IN,0.11
Clark,33.8309,-93.1263,5.0575692303506,-0.282051282,202235,IN,0.11
Dawes,42.4439,-103.2985,5.0226833351474,-0.277777778,202235,NE,0.11
Essex,37.7681,-76.7117,5.0226833351474,0.277777778,202235,NJ,0.11
Rock Island,41.3277,-90.6384,5.0181930711659,-0.277227723,202235,IL,0.11
Mobile,30.2521,-88.1096,5.0130340451585,-0.276595745,202235,AL,0.11
Calumet,43.9446,-88.0911,5.0070448278677,-0.275862069,202235,WI,0.11
Pierce,31.2931,-82.2617,5.0070448278677,0.275862069,202235,NE,0.11
