county,lat,lon,bubble,change,week,state,telemed
Wake,35.547,-78.6717,16,97,202301,NC,-0.95
Greene,31.0867,-88.7977,16,9.375,202301,IA,-0.95
McIntosh,31.3826,-81.4312,16,7.666666667,202301,OK,-0.95
Clark,33.8309,-93.1263,16,7.583333333,202301,WA,-0.95
Mobile,30.2521,-88.1096,16,7.333333333,202301,AL,-0.95
Accomack,37.5423,-75.7412,16,7,202301,VA,-0.95
Albemarle,37.7511,-78.6313,16,64,202301,VA,-0.95
Middlesex,37.5512,-76.3844,16,6.666666667,202301,MA,-0.95
Leavenworth,39.0014,-95.0391,16,6.135135135,202301,KS,-0.95
Okmulgee,35.4551,-95.9498,16,6,202301,OK,-0.95
Snyder,40.6991,-77.3758,16,6,202301,PA,-0.95
Martin,27.0595,-80.1364,16,56,202301,MN,-0.95
Island,47.9508,-122.3916,16,5,202301,WA,-0.95
Kitsap,47.4179,-122.631,16,5,202301,WA,-0.95
Los Angeles,33.332,-118.3437,16,5,202301,CA,-0.95
Morris,32.9252,-94.7049,16,4.777777778,202301,NJ,-0.95
Stephens,32.6886,-98.659,16,4.382352941,202301,OK,-0.95
McClain,34.8904,-97.0997,16,4.352941176,202301,OK,-0.95
Massac,37.1542,-88.5334,16,4,202301,IL,-0.95
Lane,38.4742,-100.4647,16,3.47826087,202301,OR,-0.95
Coshocton,40.1804,-81.8951,16,3.227272727,202301,OH,-0.95
Washington,30.1669,-96.3977,16,3.111111111,202301,VT,-0.95
Phillips,34.1335,-90.9751,16,28,202301,AR,-0.95
Fort Bend,29.3327,-95.7702,16,26,202301,TX,-0.95
Bay,29.9395,-85.4096,16,25,202301,FL,-0.95
Washington,30.1669,-96.3977,16,22.33333333,202301,PA,-0.95
Essex,37.7681,-76.7117,16,2.712820513,202301,MA,-0.95
Butler,31.545,-86.7356,16,2.523809524,202301,IA,-0.95
Essex,37.7681,-76.7117,16,2.5,202301,ME,-0.95
Forrest,31.0591,-89.0796,16,2.462686567,202301,MS,-0.95
El Dorado,38.55,-120.7304,16,2.418604651,202301,CA,-0.95
Champaign,39.9012,-88.0753,16,2.314606742,202301,IL,-0.95
Macomb,42.4658,-82.9459,16,2.27027027,202301,MI,-0.95
Morrill,41.5825,-102.8225,16,2.19047619,202301,NE,-0.95
Mesa,38.6784,-108.9719,16,2.1,202301,CO,-0.95
Rockdale,33.6111,-84.0683,16,2,202301,GA,-0.95
Arlington,38.8415,-77.0905,16,19,202301,VA,-0.95
Elko,40.3995,-115.2312,16,17.4,202301,NV,-0.95
Sandoval,35.2339,-106.62,16,160,202301,NM,-0.95
Penobscot,44.6991,-69.1025,16,150,202301,ME,-0.95
Adams,31.4706,-91.4044,16,15,202301,IA,-0.95
Franklin,29.7255,-85.0063,16,136,202301,WA,-0.95
Douglas,33.6634,-84.8639,16,108,202301,GA,-0.95
Cabarrus,35.2477,-80.5319,16,1.866666667,202301,NC,-0.95
Plymouth,41.6618,-70.8164,16,1.777777778,202301,MA,-0.95
Jackson,28.7671,-96.6492,16,1.757142857,202301,KS,-0.95
Portsmouth,36.8035,-76.327,16,1.736842105,202301,VA,-0.95
Waller,29.8072,-95.9755,16,1.727272727,202301,TX,-0.95
Lackawanna,41.3432,-75.5301,16,1.710843373,202301,PA,-0.95
Thurston,42.0574,-96.4929,16,1.636363636,202301,NE,-0.95
Dundy,40.0642,-101.9371,16,1.571428571,202301,NE,-0.95
Hunterdon,40.3731,-74.9266,16,1.5625,202301,NJ,-0.95
Travis,30.1204,-97.7433,16,1.530864198,202301,TX,-0.95
Titus,33.1568,-94.9683,16,1.52173913,202301,TX,-0.95
Walton,30.2835,-86.0305,15.00005,1.5,202301,FL,-0.95
Washington,30.1669,-96.3977,15.00005,1.5,202301,OR,-0.95
Centre,40.71,-77.996,14.8460254678475,1.481132075,202301,PA,-0.95
Lucas,40.9355,-93.4796,14.7152837203607,1.465116279,202301,OH,-0.95
Virginia Beach,36.6224,-76.0249,14.5963703333483,1.450549451,202301,VA,-0.95
Faribault,43.5201,-94.0984,14.5465333297052,1.444444444,202301,MN,-0.95
