county,lat,lon,bubble,change,week,state,telemed
Douglas,33.6634,-84.8639,16,58.5,202315,GA,0.08
Allen,30.4607,-92.8693,16,4.866666667,202315,IN,0.08
Albemarle,37.7511,-78.6313,16,4.52173913,202315,VA,0.08
Ottawa,36.6296,-94.9432,16,2.8,202315,OH,0.08
Benton,34.6244,-89.1862,16,2.4,202315,WA,0.08
Jefferson,28.883,-81.3087,16,1.888888889,202315,OK,0.08
Stanly,35.2106,-80.4407,16,1.8,202315,NC,0.08
Boyd,38.3089,-82.7476,16,1.515463918,202315,KY,0.08
Union,29.9315,-82.4255,12.2789500027211,1.166666667,202315,NJ,0.08
Ottawa,36.6296,-94.9432,11.5986749972789,1.083333333,202315,KS,0.08
Calumet,43.9446,-88.0911,11.4626200027211,1.066666667,202315,WI,0.08
Kenton,38.8394,-84.5069,11.4484844161145,1.064935065,202315,KY,0.08
Gray,35.2273,-100.7592,11.4131454577613,1.060606061,202315,KS,0.08
Halifax,36.0594,-77.4061,11.3719166702948,1.055555556,202315,VA,0.08
Charleston,32.6529,-80.1829,10.9184,1,202315,SC,0.08
Colfax,36.35,-104.7931,10.9184,1,202315,NE,0.08
Collier,25.8129,-81.362,10.9184,1,202315,FL,0.08
Lancaster,34.5578,-80.5546,10.9184,1,202315,SC,0.08
Hunterdon,40.3731,-74.9266,10.3505182640639,-0.930434783,202315,NJ,0.08
Los Alamos,35.8275,-106.2039,10.1762818174397,0.909090909,202315,NM,0.08
Cecil,39.3662,-75.8845,10.0499638275293,0.893617021,202315,MD,0.08
Stanislaus,37.3097,-121.0805,10.0237917816047,0.890410959,202315,CA,0.08
Giles,35.05,-87.1522,9.6461974013252,0.844155844,202315,TN,0.08
Oscoda,44.6001,-84.2931,9.28574,0.8,202315,MI,0.08
Lincoln,31.3795,-90.2867,8.9803503592424,0.762589928,202315,OK,0.08
Adair,35.6826,-94.7611,8.877575,0.75,202315,KY,0.08
Pike,31.0217,-90.479,8.877575,0.75,202315,MS,0.08
Marion,28.9782,-81.8932,8.3253517632653,0.682352941,202315,KY,0.08
McKinley,35.0684,-108.8336,8.1973000027211,-0.666666667,202315,NM,0.08
Charles Mix,42.9925,-98.4251,8.1973000027211,0.666666667,202315,SD,0.08
Humboldt,40.0231,-124.0139,8.061245,0.65,202315,IA,0.08
Dixon,42.2733,-96.8776,8.0029357154519,-0.642857143,202315,NE,0.08
DeSoto,27.0675,-81.9855,7.9499272697588,-0.636363636,202315,MS,0.08
Hancock,30.2391,-89.4595,7.9015282640639,0.630434783,202315,IL,0.08
Calhoun,28.4101,-96.7023,7.8571625,-0.625,202315,IA,0.08
Henry,31.3534,-85.3323,7.7287662237059,-0.609271523,202315,IN,0.08
Powhatan,37.5421,-77.9189,7.7240652159716,0.608695652,202315,VA,0.08
Hughes,34.878,-96.271,7.66583515625,-0.6015625,202315,SD,0.08
Grant,31.5,-92.4005,7.65308,-0.6,202315,IN,0.08
Jackson,28.7671,-96.6492,7.65308,0.6,202315,GA,0.08
Kearny,37.9382,-101.2713,7.65308,0.6,202315,KS,0.08
El Paso,31.4407,-106.0765,7.6057565254067,-0.594202899,202315,CO,0.08
Pembina,48.5924,-97.6738,7.4812210491944,-0.578947368,202315,ND,0.08
Addison,43.7837,-73.2949,7.4646961544741,0.576923077,202315,VT,0.08
Washington,30.1669,-96.3977,7.4198428536443,0.571428571,202315,IA,0.08
Horry,33.6211,-78.9632,7.3809700027211,0.566666667,202315,SC,0.08
Plumas,39.5645,-121.5751,7.3691391279503,0.565217391,202315,CA,0.08
Shasta,40.3691,-122.3375,7.2740696463557,0.553571429,202315,CA,0.08
Lawrence,31.4036,-90.1864,7.2177040027211,-0.546666667,202315,SD,0.08
Mercer,37.2698,-81.2223,7.2078090871985,0.545454545,202315,OH,0.08
Moultrie,39.4796,-88.5242,7.0393851060935,-0.524822695,202315,IL,0.08
Salt Lake,40.4954,-111.9444,7.0311142872692,-0.523809524,202315,UT,0.08
Nottoway,37.0916,-77.9851,7.0068187472789,0.520833333,202315,VA,0.08
Sussex,36.8191,-77.4832,6.9762935889761,0.517094017,202315,DE,0.08
Washington,30.1669,-96.3977,6.9728050027211,0.516666667,202315,OH,0.08
Sheridan,39.3322,-100.4758,6.9684161269256,0.516129032,202315,WY,0.08
Richmond,33.2941,-82.203,6.9316720932131,0.511627907,202315,NC,0.08
Orange,28.3774,-81.1888,6.9109618174397,-0.509090909,202315,IN,0.08
Franklin,29.7255,-85.0063,6.8934395797052,0.506944444,202315,WA,0.08
Alameda,37.5176,-121.9287,6.83675,-0.5,202315,CA,0.08
Elmore,32.4995,-86.3641,6.83675,-0.5,202315,ID,0.08
Granville,35.6555,-78.4611,6.83675,-0.5,202315,NC,0.08
